epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,39.5784,1.13918,2.44771,1.48737,0.51308,0.16904,0.18445,0.10076,1.45327,3.30243,1.86576,0.0670027,3.30303e-05,3.30303e-05
2,76.2714,1.11462,1.68497,1.4477,0.65099,0.52821,0.60593,0.40229,1.236,1.69556,1.58915,0.0337021,6.57066e-05,6.57066e-05
3,112.526,1.06125,1.44823,1.3937,0.74693,0.65773,0.73674,0.51495,1.14674,1.29974,1.50876,0.000400753,9.7723e-05,9.7723e-05
4,148.569,1.03752,1.31675,1.37629,0.8203,0.62844,0.71957,0.51948,1.11593,1.26027,1.46959,9.703e-05,9.703e-05,9.703e-05
5,184.661,1.0137,1.2234,1.34945,0.79688,0.71264,0.76301,0.53695,1.12029,1.16451,1.44796,9.604e-05,9.604e-05,9.604e-05
6,220.792,1.00944,1.1664,1.33661,0.77622,0.69221,0.74578,0.5366,1.13377,1.19216,1.4649,9.505e-05,9.505e-05,9.505e-05
7,256.917,0.98061,1.12511,1.32097,0.793,0.70345,0.75119,0.54207,1.09741,1.1207,1.45324,9.406e-05,9.406e-05,9.406e-05
8,293.09,0.99368,1.0896,1.32878,0.74844,0.68062,0.74192,0.53313,1.12932,1.15254,1.45905,9.307e-05,9.307e-05,9.307e-05
9,329.279,0.96903,1.05783,1.30976,0.80234,0.71355,0.76673,0.55335,1.132,1.10359,1.47005,9.208e-05,9.208e-05,9.208e-05
10,365.463,0.965,1.01821,1.30644,0.81892,0.70784,0.77467,0.56799,1.09825,1.07124,1.43687,9.109e-05,9.109e-05,9.109e-05
11,401.633,0.94925,0.99106,1.29082,0.80952,0.71207,0.76518,0.56072,1.11666,1.08346,1.43453,9.01e-05,9.01e-05,9.01e-05
12,437.748,0.94466,0.97496,1.29389,0.84136,0.71459,0.77079,0.57456,1.0958,1.12453,1.46148,8.911e-05,8.911e-05,8.911e-05
13,473.925,0.96166,0.97962,1.29911,0.83225,0.72564,0.78746,0.5813,1.09878,1.04701,1.43668,8.812e-05,8.812e-05,8.812e-05
14,510.065,0.94547,0.9458,1.29431,0.77581,0.72869,0.76505,0.55827,1.12837,1.07669,1.44728,8.713e-05,8.713e-05,8.713e-05
15,546.164,0.93049,0.9234,1.27415,0.79281,0.71506,0.75343,0.55341,1.12605,1.09131,1.45496,8.614e-05,8.614e-05,8.614e-05
16,582.3,0.92185,0.89479,1.27073,0.82328,0.69706,0.76514,0.57373,1.10145,1.08277,1.42434,8.515e-05,8.515e-05,8.515e-05
17,618.459,0.91847,0.87731,1.26765,0.81482,0.69228,0.7431,0.54652,1.1052,1.07719,1.4289,8.416e-05,8.416e-05,8.416e-05
18,654.609,0.9072,0.88533,1.25749,0.81139,0.72884,0.77717,0.57738,1.10801,1.04087,1.44199,8.317e-05,8.317e-05,8.317e-05
19,690.737,0.91948,0.86979,1.26366,0.83336,0.71834,0.7729,0.57197,1.1193,1.06379,1.44678,8.218e-05,8.218e-05,8.218e-05
20,726.774,0.93508,0.87271,1.28402,0.83348,0.71428,0.77009,0.5743,1.09225,1.05862,1.42991,8.119e-05,8.119e-05,8.119e-05
21,762.859,0.90489,0.81686,1.24816,0.81927,0.71351,0.76646,0.57359,1.07739,1.06516,1.41658,8.02e-05,8.02e-05,8.02e-05
22,798.879,0.90666,0.85653,1.25497,0.84971,0.69984,0.77736,0.58306,1.10054,1.05471,1.43575,7.921e-05,7.921e-05,7.921e-05
