epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,24503.2,0.53188,0.34715,1.04075,0.97215,0.95938,0.97444,0.85765,0.60739,0.30031,1.03683,4.951e-05,4.951e-05,4.951e-05
53,24973.6,0.53067,0.34638,1.04459,0.97621,0.95503,0.97367,0.85827,0.60435,0.30404,1.03732,4.852e-05,4.852e-05,4.852e-05
54,25444.2,0.52756,0.3415,1.04175,0.97596,0.95541,0.97362,0.858,0.60621,0.2997,1.04052,4.753e-05,4.753e-05,4.753e-05
55,25914.6,0.5299,0.34515,1.04093,0.9764,0.95623,0.97439,0.86027,0.60372,0.29726,1.03661,4.654e-05,4.654e-05,4.654e-05
56,26384.8,0.51891,0.33778,1.03802,0.97418,0.95843,0.97402,0.86208,0.60061,0.29738,1.03772,4.555e-05,4.555e-05,4.555e-05
57,26855.1,0.51525,0.33361,1.0357,0.97661,0.95711,0.97439,0.86234,0.59839,0.29641,1.03794,4.456e-05,4.456e-05,4.456e-05
58,27325.1,0.50902,0.32853,1.02785,0.978,0.9566,0.97515,0.86439,0.59211,0.29332,1.03231,4.357e-05,4.357e-05,4.357e-05
59,27795,0.50488,0.32893,1.0322,0.9789,0.957,0.97476,0.86552,0.59026,0.29282,1.03466,4.258e-05,4.258e-05,4.258e-05
60,28265.4,0.50364,0.3241,1.02809,0.97956,0.95577,0.97523,0.86721,0.58562,0.2907,1.03215,4.159e-05,4.159e-05,4.159e-05
61,28736.1,0.49444,0.32061,1.02285,0.97851,0.9565,0.97541,0.86888,0.58469,0.28737,1.03352,4.06e-05,4.06e-05,4.06e-05
62,29206.5,0.49595,0.32043,1.0199,0.97232,0.96244,0.97548,0.86865,0.58343,0.2856,1.03331,3.961e-05,3.961e-05,3.961e-05
63,29676.9,0.48969,0.31835,1.02082,0.97556,0.95967,0.97605,0.86998,0.58075,0.28441,1.03163,3.862e-05,3.862e-05,3.862e-05
64,30147.5,0.48651,0.32509,1.01769,0.97455,0.96156,0.97587,0.87093,0.57903,0.28432,1.03067,3.763e-05,3.763e-05,3.763e-05
65,30618.6,0.48299,0.3132,1.01231,0.97437,0.95976,0.97573,0.87098,0.57618,0.28351,1.02705,3.664e-05,3.664e-05,3.664e-05
66,31089.7,0.47758,0.30969,1.00845,0.97695,0.95839,0.97612,0.8717,0.57422,0.28304,1.02472,3.565e-05,3.565e-05,3.565e-05
67,31560.9,0.47824,0.30967,1.01113,0.97664,0.95916,0.97632,0.87254,0.57337,0.28245,1.02154,3.466e-05,3.466e-05,3.466e-05
68,32032.2,0.47104,0.30462,1.00507,0.97699,0.95988,0.97632,0.87346,0.57303,0.28186,1.02149,3.367e-05,3.367e-05,3.367e-05
69,32503.3,0.47191,0.30478,1.00644,0.97828,0.95927,0.97615,0.87303,0.57044,0.28014,1.01759,3.268e-05,3.268e-05,3.268e-05
70,32974.9,0.46543,0.30053,1.00194,0.97855,0.95791,0.97627,0.87372,0.56949,0.27792,1.01736,3.169e-05,3.169e-05,3.169e-05
71,33446.5,0.46325,0.29767,0.99949,0.979,0.95735,0.97623,0.87431,0.5674,0.277,1.01428,3.07e-05,3.07e-05,3.07e-05
72,33918.3,0.45979,0.29759,0.99921,0.98004,0.95681,0.97572,0.87461,0.56638,0.27761,1.01392,2.971e-05,2.971e-05,2.971e-05
73,34389.9,0.45413,0.29281,0.99446,0.98019,0.95642,0.97539,0.87501,0.56374,0.27768,1.01004,2.872e-05,2.872e-05,2.872e-05
74,34861.1,0.4544,0.29764,0.99687,0.98065,0.95428,0.97533,0.87524,0.56243,0.27747,1.00929,2.773e-05,2.773e-05,2.773e-05
75,35333.1,0.4477,0.28774,0.99213,0.97911,0.95636,0.97522,0.87589,0.56102,0.27801,1.00848,2.674e-05,2.674e-05,2.674e-05
76,35804.4,0.44617,0.28279,0.99111,0.9788,0.95701,0.97527,0.87629,0.55891,0.27734,1.00684,2.575e-05,2.575e-05,2.575e-05
77,36275.7,0.43962,0.28327,0.98976,0.97838,0.95726,0.9754,0.87702,0.5574,0.27726,1.00589,2.476e-05,2.476e-05,2.476e-05
78,36751.3,0.44136,0.2937,0.993,0.97848,0.95667,0.97546,0.87726,0.55612,0.27613,1.00499,2.377e-05,2.377e-05,2.377e-05
79,37228.7,0.43436,0.27793,0.98232,0.9798,0.95544,0.97558,0.87745,0.55514,0.27555,1.00385,2.278e-05,2.278e-05,2.278e-05
80,37704.3,0.43222,0.27486,0.98027,0.98055,0.95505,0.97567,0.87761,0.55451,0.27542,1.00313,2.179e-05,2.179e-05,2.179e-05
81,38178.4,0.42842,0.27577,0.98095,0.98055,0.95479,0.97589,0.87816,0.55374,0.27484,1.00245,2.08e-05,2.08e-05,2.08e-05
