epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,148.179,1.09519,1.9576,1.42916,0.4632,0.45499,0.42511,0.27365,1.31789,2.17071,1.7547,0.0667828,3.32504e-05,3.32504e-05
2,284.877,1.03369,1.39235,1.36992,0.68024,0.62617,0.67089,0.45168,1.17496,1.43724,1.48919,0.0334822,6.59246e-05,6.59246e-05
3,418.3,0.9918,1.20659,1.33538,0.78826,0.75467,0.82415,0.57341,1.06788,0.96117,1.34132,0.000180857,9.79387e-05,9.79387e-05
4,551.214,0.95645,1.08964,1.30487,0.78854,0.76155,0.82885,0.58077,1.06071,0.93726,1.34271,9.703e-05,9.703e-05,9.703e-05
5,684.359,0.949,1.02514,1.29734,0.82771,0.77321,0.8431,0.5933,1.05903,0.86503,1.33441,9.604e-05,9.604e-05,9.604e-05
6,817.475,0.92376,0.95618,1.27553,0.8287,0.808,0.86237,0.62427,1.01322,0.81698,1.30795,9.505e-05,9.505e-05,9.505e-05
7,950.341,0.90654,0.90711,1.26333,0.84909,0.82274,0.87835,0.63002,1.00982,0.78127,1.28182,9.406e-05,9.406e-05,9.406e-05
8,1083.39,0.89952,0.87519,1.25507,0.84943,0.81327,0.88057,0.64183,0.99704,0.76593,1.27529,9.307e-05,9.307e-05,9.307e-05
9,1215.95,0.8836,0.85079,1.24786,0.86828,0.82225,0.88377,0.64528,0.98648,0.74385,1.2785,9.208e-05,9.208e-05,9.208e-05
10,1348.85,0.87711,0.81813,1.23507,0.88452,0.83804,0.9009,0.66471,0.96182,0.70235,1.24738,9.109e-05,9.109e-05,9.109e-05
11,1481.57,0.86505,0.79974,1.23047,0.86158,0.85253,0.90324,0.66803,0.96026,0.68947,1.23979,9.01e-05,9.01e-05,9.01e-05
12,1614.46,0.86568,0.78316,1.22499,0.88172,0.83433,0.9036,0.67438,0.95374,0.68441,1.22953,8.911e-05,8.911e-05,8.911e-05
