epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,232.842,1.07598,1.43314,1.40286,0.63445,0.63259,0.6905,0.44953,1.24751,1.28611,1.51223,0.0667826,3.32506e-05,3.32506e-05
2,463.437,0.99226,1.02451,1.32997,0.74969,0.77079,0.82008,0.57087,1.08681,0.88567,1.41064,0.033482,6.59248e-05,6.59248e-05
3,690.459,0.9615,0.89071,1.30674,0.84395,0.77848,0.86178,0.62125,1.01493,0.77139,1.33986,0.000180652,9.79389e-05,9.79389e-05
4,917.333,0.92196,0.81853,1.28146,0.84595,0.84589,0.89692,0.65525,0.9916,0.6735,1.31223,9.703e-05,9.703e-05,9.703e-05
5,1144.3,0.90919,0.77925,1.27426,0.87378,0.84351,0.90939,0.67008,0.96252,0.63402,1.29389,9.604e-05,9.604e-05,9.604e-05
6,1370.85,0.88739,0.72684,1.25611,0.89375,0.82821,0.91068,0.67533,0.95899,0.61679,1.30851,9.505e-05,9.505e-05,9.505e-05
7,1597.5,0.86719,0.69899,1.24052,0.88924,0.87198,0.92544,0.69248,0.94854,0.56764,1.26306,9.406e-05,9.406e-05,9.406e-05
8,1823.94,0.85461,0.6643,1.22444,0.91018,0.87576,0.93271,0.7027,0.93638,0.56719,1.26107,9.307e-05,9.307e-05,9.307e-05
9,2050.21,0.84468,0.64879,1.22056,0.9063,0.89015,0.93683,0.70996,0.93281,0.54253,1.25553,9.208e-05,9.208e-05,9.208e-05
10,2276.23,0.82738,0.62027,1.20978,0.90175,0.89444,0.94226,0.72709,0.88678,0.5216,1.22074,9.109e-05,9.109e-05,9.109e-05
11,2502.29,0.81795,0.60855,1.19989,0.91924,0.89483,0.94022,0.72643,0.89478,0.51902,1.22739,9.01e-05,9.01e-05,9.01e-05
12,2728.22,0.80681,0.60122,1.19473,0.92132,0.88725,0.94279,0.72026,0.90332,0.5326,1.21707,8.911e-05,8.911e-05,8.911e-05
13,2954.02,0.79189,0.57201,1.18451,0.91846,0.905,0.94566,0.73366,0.87352,0.50604,1.19413,8.812e-05,8.812e-05,8.812e-05
14,3179.98,0.78794,0.56997,1.17681,0.93155,0.9039,0.94961,0.74431,0.86024,0.47714,1.19138,8.713e-05,8.713e-05,8.713e-05
15,3405.88,0.77223,0.55009,1.16911,0.94287,0.90583,0.95161,0.74812,0.84479,0.47187,1.17742,8.614e-05,8.614e-05,8.614e-05
16,3631.71,0.76339,0.53912,1.16834,0.93547,0.91221,0.95462,0.75405,0.83646,0.45893,1.17459,8.515e-05,8.515e-05,8.515e-05
17,3857.51,0.75456,0.52887,1.15925,0.94742,0.91666,0.95913,0.76223,0.83231,0.44793,1.16887,8.416e-05,8.416e-05,8.416e-05
18,4083.2,0.74615,0.52118,1.15644,0.94389,0.92321,0.95816,0.7646,0.81625,0.44966,1.16065,8.317e-05,8.317e-05,8.317e-05
19,4308.95,0.73695,0.50909,1.14552,0.93436,0.92963,0.96009,0.77079,0.80479,0.434,1.15456,8.218e-05,8.218e-05,8.218e-05
20,4534.56,0.72728,0.50085,1.13901,0.94227,0.92436,0.95758,0.77212,0.80405,0.43901,1.14913,8.119e-05,8.119e-05,8.119e-05
21,4760.23,0.72501,0.50062,1.1414,0.95076,0.91682,0.95861,0.77912,0.79086,0.42941,1.13934,8.02e-05,8.02e-05,8.02e-05
22,4985.53,0.71377,0.48791,1.13584,0.95829,0.92223,0.96029,0.78545,0.78165,0.42026,1.14663,7.921e-05,7.921e-05,7.921e-05
23,5211.16,0.70794,0.48158,1.13061,0.95736,0.92986,0.96336,0.78699,0.77741,0.41591,1.13493,7.822e-05,7.822e-05,7.822e-05
24,5436.81,0.70246,0.48354,1.12841,0.94956,0.92863,0.96086,0.78412,0.77741,0.42031,1.13908,7.723e-05,7.723e-05,7.723e-05
25,5662.2,0.69698,0.47657,1.12545,0.95024,0.94186,0.96451,0.79258,0.76529,0.3951,1.12415,7.624e-05,7.624e-05,7.624e-05
26,5887.62,0.68555,0.46646,1.11508,0.95422,0.93592,0.96564,0.79472,0.75623,0.39948,1.11143,7.525e-05,7.525e-05,7.525e-05
27,6113,0.6842,0.45462,1.11332,0.95434,0.94161,0.96608,0.79478,0.75876,0.39266,1.11177,7.426e-05,7.426e-05,7.426e-05
28,6338.22,0.67319,0.45004,1.10755,0.95182,0.9398,0.96529,0.80444,0.73376,0.38572,1.09519,7.327e-05,7.327e-05,7.327e-05
29,6563.66,0.66851,0.44581,1.10513,0.9657,0.93746,0.96919,0.80571,0.73755,0.38359,1.08996,7.228e-05,7.228e-05,7.228e-05
30,6788.97,0.6631,0.44579,1.10081,0.96809,0.93588,0.96841,0.80508,0.73241,0.37948,1.09942,7.129e-05,7.129e-05,7.129e-05
31,7014.31,0.65633,0.43676,1.09577,0.96829,0.93557,0.96761,0.8069,0.72963,0.38109,1.09891,7.03e-05,7.03e-05,7.03e-05
32,7239.64,0.65316,0.43514,1.0917,0.95925,0.94387,0.96911,0.81126,0.71877,0.3729,1.08012,6.931e-05,6.931e-05,6.931e-05
33,7465.08,0.65253,0.43363,1.09706,0.96414,0.94178,0.96724,0.8095,0.72453,0.38647,1.08478,6.832e-05,6.832e-05,6.832e-05
34,7690.37,0.64256,0.42616,1.08571,0.96709,0.94161,0.96908,0.81432,0.71342,0.37045,1.07933,6.733e-05,6.733e-05,6.733e-05
35,7916.06,0.63726,0.42397,1.08439,0.96288,0.9473,0.97013,0.81834,0.71061,0.36804,1.07576,6.634e-05,6.634e-05,6.634e-05
36,8141.88,0.63503,0.41941,1.08368,0.9645,0.94646,0.96922,0.81795,0.71026,0.36488,1.07543,6.535e-05,6.535e-05,6.535e-05
37,8367.53,0.63365,0.42337,1.08604,0.96845,0.94152,0.96785,0.81912,0.69836,0.36507,1.06738,6.436e-05,6.436e-05,6.436e-05
38,8593.29,0.62301,0.41149,1.07404,0.96641,0.94466,0.97011,0.82151,0.69311,0.35668,1.06286,6.337e-05,6.337e-05,6.337e-05
39,8819.08,0.62113,0.40803,1.07294,0.96893,0.94206,0.97078,0.82414,0.69157,0.35929,1.06409,6.238e-05,6.238e-05,6.238e-05
40,9044.92,0.61373,0.40244,1.06922,0.96709,0.9458,0.97062,0.82642,0.67403,0.35382,1.04763,6.139e-05,6.139e-05,6.139e-05
41,9270.81,0.60824,0.39594,1.06784,0.96907,0.94094,0.97031,0.82601,0.68103,0.35757,1.0618,6.04e-05,6.04e-05,6.04e-05
42,9496.84,0.59822,0.39015,1.06073,0.96265,0.94653,0.97001,0.82928,0.67442,0.3569,1.0503,5.941e-05,5.941e-05,5.941e-05
43,9722.93,0.60172,0.39046,1.05975,0.96017,0.95246,0.97109,0.83203,0.67037,0.35285,1.05176,5.842e-05,5.842e-05,5.842e-05
44,9949.14,0.59635,0.39018,1.05766,0.95852,0.95483,0.97025,0.83036,0.67145,0.34808,1.0471,5.743e-05,5.743e-05,5.743e-05
45,10175.3,0.59488,0.38892,1.0565,0.96028,0.9515,0.96943,0.83177,0.66601,0.34742,1.03792,5.644e-05,5.644e-05,5.644e-05
46,10401.2,0.58513,0.37954,1.05206,0.97154,0.94361,0.96918,0.83207,0.66493,0.34338,1.03488,5.545e-05,5.545e-05,5.545e-05
47,10627.3,0.58082,0.39086,1.04927,0.96486,0.9528,0.97107,0.83516,0.66196,0.33804,1.03769,5.446e-05,5.446e-05,5.446e-05
48,10853.6,0.58247,0.37897,1.04785,0.96789,0.95118,0.97089,0.83617,0.65556,0.33697,1.03105,5.347e-05,5.347e-05,5.347e-05
49,11079.9,0.57261,0.36813,1.04607,0.97328,0.9492,0.97142,0.83979,0.65424,0.33823,1.03523,5.248e-05,5.248e-05,5.248e-05
50,11306.2,0.57477,0.37481,1.04431,0.96776,0.95036,0.97198,0.84059,0.64628,0.33509,1.02743,5.149e-05,5.149e-05,5.149e-05
51,11532.7,0.56399,0.36874,1.04244,0.97224,0.95159,0.97186,0.84245,0.64427,0.33419,1.02938,5.05e-05,5.05e-05,5.05e-05
52,11759.3,0.56541,0.37027,1.04226,0.97444,0.94847,0.97126,0.84234,0.64094,0.33228,1.02827,4.951e-05,4.951e-05,4.951e-05
