epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,5355.32,0.73845,0.56502,1.13536,0.93934,0.92867,0.95966,0.77894,0.75355,0.43869,1.08528,6.139e-05,6.139e-05,6.139e-05
41,5488.4,0.73292,0.55404,1.13053,0.93981,0.93244,0.96055,0.78076,0.74887,0.42675,1.07976,6.04e-05,6.04e-05,6.04e-05
42,5621.05,0.73038,0.55403,1.12929,0.94608,0.92826,0.96101,0.78199,0.74106,0.42928,1.07298,5.941e-05,5.941e-05,5.941e-05
43,5753.92,0.73009,0.54839,1.13098,0.94495,0.93046,0.96114,0.78297,0.7377,0.42093,1.06901,5.842e-05,5.842e-05,5.842e-05
44,5886.78,0.72396,0.546,1.12645,0.93611,0.93592,0.96122,0.78437,0.73848,0.42215,1.07023,5.743e-05,5.743e-05,5.743e-05
45,6019.69,0.72473,0.54368,1.12752,0.95173,0.92319,0.96124,0.78611,0.73695,0.41943,1.07192,5.644e-05,5.644e-05,5.644e-05
46,6152.38,0.71685,0.53454,1.12139,0.94549,0.9314,0.96096,0.78642,0.73866,0.42007,1.07062,5.545e-05,5.545e-05,5.545e-05
47,6285.13,0.72006,0.55123,1.12415,0.94817,0.92891,0.96101,0.78894,0.73414,0.41356,1.06555,5.446e-05,5.446e-05,5.446e-05
48,6417.71,0.71591,0.52998,1.11914,0.94917,0.93216,0.96113,0.78843,0.73306,0.41776,1.06522,5.347e-05,5.347e-05,5.347e-05
49,6554.69,0.70606,0.52174,1.11548,0.95178,0.93085,0.96391,0.79113,0.72597,0.41113,1.06169,5.248e-05,5.248e-05,5.248e-05
50,6698.59,0.70505,0.52172,1.12119,0.94932,0.93363,0.96304,0.7928,0.72481,0.41061,1.0608,5.149e-05,5.149e-05,5.149e-05
51,6835.9,0.70494,0.51927,1.11293,0.94776,0.9357,0.96368,0.79383,0.72213,0.40872,1.05887,5.05e-05,5.05e-05,5.05e-05
52,6968.9,0.70251,0.52502,1.11046,0.94965,0.93625,0.96327,0.79322,0.7202,0.40854,1.05706,4.951e-05,4.951e-05,4.951e-05
53,7101.82,0.69541,0.5154,1.10859,0.95304,0.93641,0.96396,0.79247,0.72078,0.41017,1.05702,4.852e-05,4.852e-05,4.852e-05
54,7235.06,0.69862,0.51374,1.11181,0.9501,0.94114,0.96519,0.7962,0.71807,0.4046,1.05485,4.753e-05,4.753e-05,4.753e-05
55,7382.71,0.69369,0.5135,1.10664,0.95052,0.93859,0.96546,0.7975,0.71518,0.40512,1.05118,4.654e-05,4.654e-05,4.654e-05
56,7515.52,0.69508,0.50608,1.10517,0.9517,0.93856,0.96553,0.79894,0.71301,0.4048,1.0508,4.555e-05,4.555e-05,4.555e-05
57,7648.46,0.68622,0.5044,1.10158,0.95861,0.93043,0.96502,0.79886,0.70987,0.40374,1.04922,4.456e-05,4.456e-05,4.456e-05
58,7781.37,0.68377,0.50363,1.09625,0.94631,0.94194,0.96483,0.801,0.70702,0.40437,1.04696,4.357e-05,4.357e-05,4.357e-05
59,7913.93,0.68486,0.50253,1.09875,0.94933,0.94087,0.96492,0.8009,0.70618,0.40324,1.04697,4.258e-05,4.258e-05,4.258e-05
60,8046.75,0.68954,0.5038,1.10075,0.95306,0.93784,0.96585,0.80212,0.7037,0.40117,1.04478,4.159e-05,4.159e-05,4.159e-05
61,8179.5,0.68502,0.49799,1.09721,0.95318,0.93658,0.96565,0.80249,0.70273,0.39924,1.04393,4.06e-05,4.06e-05,4.06e-05
62,8312.15,0.67478,0.4911,1.09136,0.95724,0.93787,0.96609,0.80284,0.70252,0.39867,1.04333,3.961e-05,3.961e-05,3.961e-05
63,8444.95,0.67625,0.4925,1.0948,0.95659,0.93789,0.96662,0.80389,0.70238,0.39743,1.04335,3.862e-05,3.862e-05,3.862e-05
64,8577.75,0.68348,0.49096,1.10345,0.95588,0.93866,0.96695,0.80554,0.69966,0.39571,1.04099,3.763e-05,3.763e-05,3.763e-05
65,8710.61,0.67388,0.48731,1.09335,0.95507,0.93704,0.96668,0.80622,0.69715,0.39298,1.03927,3.664e-05,3.664e-05,3.664e-05
66,8845.61,0.66479,0.48088,1.08578,0.9535,0.94124,0.96687,0.80727,0.69595,0.39192,1.03859,3.565e-05,3.565e-05,3.565e-05
67,8979.01,0.66591,0.48272,1.08675,0.95358,0.94318,0.96671,0.80643,0.69409,0.39075,1.03701,3.466e-05,3.466e-05,3.466e-05
68,9111.62,0.664,0.48087,1.08491,0.95541,0.94113,0.96686,0.80762,0.69271,0.39008,1.03595,3.367e-05,3.367e-05,3.367e-05
69,9244.38,0.66472,0.47344,1.08831,0.95429,0.94266,0.9672,0.80836,0.69143,0.39022,1.0345,3.268e-05,3.268e-05,3.268e-05
70,9377.27,0.65606,0.46993,1.07975,0.96039,0.93797,0.9674,0.80805,0.6906,0.38797,1.03388,3.169e-05,3.169e-05,3.169e-05
71,9510.15,0.66057,0.47342,1.08216,0.9597,0.93755,0.96743,0.80883,0.6899,0.38661,1.03329,3.07e-05,3.07e-05,3.07e-05
72,9642.98,0.65935,0.47297,1.08203,0.95425,0.94403,0.96722,0.80908,0.68895,0.38566,1.03246,2.971e-05,2.971e-05,2.971e-05
